Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
203761237	The Purpose Of Your Life: Finding Your Place In The World Using Synchronicity, Intuition, And Uncommon Sense	5	Adrienne, Carol	Author			HarperCollins e-books (2011), Edition: Reprint, 320 pages	2011					The Purpose Of Your Life: Finding Your Place In The World Using Synchronicity, Intuition, And Uncommon Sense by Carol Adrienne (2011)	Ebook														Kindle	Your library	English	English	BL629 .A37	[]		Coincidence > Religious aspects|Intuition|Spiritual life|Vocation	131	Mental Health and Healing; Mind/Body > Parapsychology And Occultism > Philosophy and Psychology		1	amazon.com books	[2021-07-31]			204816				
203761246	Becoming Animal	1	Abram, David				Knopf Doubleday Publishing Group	2010					Becoming Animal by David Abram (2010)	Ebook														Kindle	Your library		English	GN33 .A32	[]			301.01	Philosophy and theory > Social Sciences > Social sciences > Sociology, Anthropology > Sociology, Anthropology		1		[2021-07-31]			10076704				
203761247	Spell of the Sensuous, The	1	Abram, David				Knopf Doubleday Publishing Group	2012		5			Spell of the Sensuous, The by David Abram (2012)	Ebook														Kindle	Your library		English	BD581 .A25	[]		Body, Human (Philosophy)|Human ecology|Perception (Philosophy)|Philosophy of nature|Sense (Philosophy)|human ecology|philosophy of nature	128	Philosophy Of Humanity > Philosophy and Psychology > The Human Condition		1		[2021-07-31]			28160				
203761248	Mem: A M/M Sci-fi Romance (Alien Acquisitions Book 1)	1	Adrik, Misha				Starving Artists Ink	2020		4			Mem: A M/M Sci-fi Romance (Alien Acquisitions Book 1) by Misha Adrik (2020)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868215				
203761249	Humans vs Computers	1	Adzic, Gojko				leanpub.com	2017		3			Humans vs Computers by Gojko Adzic (2017)	Ebook														Kindle	Your library		English		[]						1		[2021-07-31]			20184566				
203761250	Healing Through Awakening: A journey of spiritual awakening, and a comprehensive guide for healing the mind, body, and spirit.	1	Akullian, Mica				Publisher Unknown	2016					Healing Through Awakening: A journey of spiritual awakening, and a comprehensive guide for healing the mind, body, and spirit. by Mica Akullian (2016)	Ebook														Kindle, toread	Your library				[]						1		[2021-07-31]			26868216				
203761251	Kindle User's Guide	1	Amazon				Amazon	2011		1			Kindle User's Guide by Amazon (2011)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			9144126				
203761253	Kindle User's Guide 3rd Edition	1	Amazon				Publisher Unknown	2012		1			Kindle User's Guide 3rd Edition by Amazon (2012)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			9420117				
203761254	Effective Programming: More Than Writing Code	1	Atwood (Coding Horror), Jeff				Hyperink - Guide to Effective Programming	2012		4			Effective Programming: More Than Writing Code by Jeff Atwood (Coding Horror) (2012)	Ebook														Kindle, toread, SW	Your library		English	QA73	[]			005.1	Computer programming, programs, data, security > Computing and Information > Information > Programming		1		[2021-07-31]			12798344				
203761255	Rumi: The Book of Love: Poems of Ecstasy and Longing	1	Barks, Coleman				HarperCollins	2009					Rumi: The Book of Love: Poems of Ecstasy and Longing by Coleman Barks (2009)	Ebook														Kindle	Your library		English	PK6480.E5 B362	[]		Jalåal al-Dåin Råumåi, Maulana, 1207-1273 > Translations into English	891.5511	1000â€“1389 > Literature > Literature of east Indo-European and Celtic languages > Literature of other languages > Modern Persian > Persian languages > Persian poetry		1		[2021-07-31]			310203				
203761256	Capitalism 3.0	1	Barnes, Peter				Berrett-Koehler Publishers	2006		5			Capitalism 3.0 by Peter Barnes (2006)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868217				
203761257	Art of Readable Code, The	1	Boswell, Dustin				O'Reilly Media	2011					Art of Readable Code, The by Dustin Boswell (2011)	Ebook														Kindle, toread, SW	Your library		English	QA76 .B674	[]			005.1	Computer programming, programs, data, security > Computing and Information > Information > Programming		1		[2021-07-31]			11910515				
203761258	Art of Readable Code: Simple and Practical Techniques for Writing Better Code (Theory in Practice), The	1	Boswell, Dustin & Foucher, Trevor				O'Reilly Media	2011		4			Art of Readable Code: Simple and Practical Techniques for Writing Better Code (Theory in Practice), The by Dustin & Foucher Boswell, Trevor (2011)	Ebook														Kindle, SW	Your library				[]						1		[2021-07-31]			26868218				
203761259	Science Fiction: The 101 Best Novels 1985-2010	1	Broderick, Damien				Independent Publishers Group	2012					Science Fiction: The 101 Best Novels 1985-2010 by Damien Broderick (2012)	Ebook														Kindle, toread	Your library		English	PS374.S35 B763	[]			823.0876209	Adventure fiction > By Type > English fiction > English {except North American} > Genre fiction > Literature > Science fiction > Speculative fiction		1		[2021-07-31]			12543803				
203761260	In Search of Certainty - The Science of Our Information Infrastructure	1	Burgess, Mark				XtAxis Press	2013		4			In Search of Certainty - The Science of Our Information Infrastructure by Mark Burgess (2013)	Ebook														Kindle, SW	Your library		English	T58.5	[]			303.483	Causes of change > Development of science and technology > Social Processes > Social Sciences > Social change > Social sciences		1		[2021-07-31]			14388194				
203761261	Ecotopia	1	Callenbach, Ernest				Random House Publishing Group	2009		5			Ecotopia by Ernest Callenbach (2009)	Ebook														Kindle	Your library		English	PS3553.A424 E35	[]		Conservation of natural resources > Fiction|Environmentalism > Fiction|Environmentalists > Fiction|Fiction in English|Human ecology > Fiction|Nature conservation > Fiction|Science Fiction|Science fiction|fiction in English|science fiction	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1		[2021-07-31]			6853				
203761262	Getting Real: 10 Truth Skills You Need to Live an Authentic Life	1	Campbell Ph.D., Susan				New World Library	2001					Getting Real: 10 Truth Skills You Need to Live an Authentic Life by Susan Campbell Ph.D. (2001)	Ebook														Kindle, toread	Your library		English	BF637.S4 C343	[]			158	Applied Psychology > Philosophy and Psychology > Psychology		1		[2021-07-31]			204591				
203761263	Elements of Fiction Writing - Characters & Viewpoint: Proven advice and timeless techniques for creating compelling characters by an award-winning author	1	Card, Orson Scott				F W Media, Inc.	2010		4			Elements of Fiction Writing - Characters & Viewpoint: Proven advice and timeless techniques for creating compelling characters by an award-winning author by Orson Scott Card (2010)	Ebook														Kindle	Your library		English	PN3383.C4 C37	[]		Characters and characteristics in literature|Creative writing|Fiction > Authorship|Fiction > Technique|Fiction > authorship|Point of view (Literature)	808.3	By Topic > Literature > Rhetoric and anthologies > Rhetoric of fiction		1		[2021-07-31]			7450				
203761264	Against Equality: Queer Revolution Not Mere Inclusion	1	Conrad, Ryan				AK Press	2014					Against Equality: Queer Revolution Not Mere Inclusion by Ryan Conrad (2014)	Ebook														Kindle, toread	Your library		English	HQ76 .A35	[]			323.3	Civil and political rights > Political Science  > Social sciences > The state and social groups		1		[2021-07-31]			14793588				
203761266	Recovering the Lost World, A Saturnian Cosmology	1	Cook, Jno				Publisher Unknown	2018		5			Recovering the Lost World, A Saturnian Cosmology by Jno Cook (2018)	Ebook														Kindle, toread	Your library				[]						1		[2021-07-31]			26868219				
203761267	Journal of the Plague Year / Written by a Citizen Who Continued All the While in London, A	1	Defoe, Daniel				Publisher Unknown	2020					Journal of the Plague Year / Written by a Citizen Who Continued All the While in London, A by Daniel Defoe (2020)	Ebook														Kindle, toread	Your library		English	PR3404 .J6	[]		Great Fire, London, England, 1666 > Fiction|Historical Fiction|Historical fiction|London (England) > Fiction. > 17th century|London (England) > History > 17th century > Fiction|Plague > England > London > Early works to 1800|Plague > England > London, 1665 > Fiction|Plague > Fiction|Plague > London > Early works to 1800|historical fiction	823.5	English fiction > English {except North American} > Literature > Queen Anne 1702-45		1		[2021-07-31]			29781				
203761268	Sacred Sexual Healing: The SHAMAN Method of Sex Magic (from the Sacred Sexual Healing Series by Baba Dez and Kamala Devi)	1	Devi, Kamala				Zendow Press  (Zendow Inc.)	2013		4			Sacred Sexual Healing: The SHAMAN Method of Sex Magic (from the Sacred Sexual Healing Series by Baba Dez and Kamala Devi) by Kamala Devi (2013)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868220				
203761269	Coming back to life : the updated guide to the work that reconnects	1	Macy, Joanna				Gabriola Island, BC, Canada : New Society Publishers, 2014.	2014		5			Coming back to life : the updated guide to the work that reconnects by Joanna Macy (2014)	Ebook														Kindle	Your library	English	English	GF80 .M33	[1550925806]	1550925806, 9781550925807	CONSERVATION OF NATURAL RESOURCES|Conservation of Natural Resources|Conservation of natural resources|Environmental Protection Citizen Participation|Environmental policy Citizen participation|Environmental protection Citizen participation|Human ecology Religious Aspects|Human ecology Religious aspects|Nature Effect of Human beings on|Nature Effect of human beings on|Self-Actualization (Psychology)|Self-actualization (Psychology)|Self-actualization (psychology)	304.2	Factors affecting social behavior > Human ecology > Social Sciences > Social sciences		1	Canadian National Catalogue	[2021-07-31]			1401243				
203761270	Dumbing us down the hidden curriculum of compulsory schooling	1	Gatto, John Taylor				Gabriola Island, B.C. : New Society Publishers, c2002	2002		4			Dumbing us down the hidden curriculum of compulsory schooling by John Taylor Gatto (2002)	Ebook							xxxviii; 103 							Kindle	Your library	English	English	LA210.G283 2002eb	[1550923013]	1550923013, 9781550923018	Education United States Aims and objectives|Education, Compulsory United States|Educational Sociology United States|Educational sociology United States	370/.973	Education > Education > History, geographic treatment, biography > North America > Social sciences > United States		1	University of Calgary	[2021-07-31]			33198				
203761271	Down and Out in the Magic Kingdom	1	Doctorow, Cory				Tom Doherty Associates	2003		4			Down and Out in the Magic Kingdom by Cory Doctorow (2003)	Ebook														Kindle	Your library		English	PS3604.O27 D68	[]		Florida > Fiction|Immortalism > Fiction|Science Fiction|Science fiction|Walt Disney World (Fla.) > Fiction|science fiction	813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-07-31]			109				
203761272	The trigger point therapy workbook : your self-treatment guide for pain relief	5	Davies, Clair				[United States] : New Harbinger Publications, 2013.	2013		5			The trigger point therapy workbook : your self-treatment guide for pain relief by Clair Davies (2013)	Ebook														Kindle	Your library	English	English	RZ265.M8 D38	[1608824969]	1608824969, 9781608824960	Acupuncture points Handbooks, manuals, etc|Electronic Books|Electronic books|Fibromyalgia Handbooks, manuals, etc|Massage Handbooks, manuals, etc|Myalgia Physical therapy Handbooks, manuals, etc|Myofascial pain syndromes Chiropractic treatment Handbooks, manuals, etc|Pain Alternative treatment Handbooks, manuals, etc|electronic books	615.8/222	Medicine and health > Pharmacology and therapeutics > Specific therapies and kinds of therapies > Technology and Application of Knowledge		1	Metro Boston Library Network	[2021-07-31]			310157				
203761274	Makers	1	Doctorow, Cory				Tom Doherty Associates	2010		4			Makers by Cory Doctorow (2010)	Ebook														Kindle	Your library		English	PS3604.O27 M35	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-07-31]			8564124				
203761275	Great Big Beautiful Tomorrow (Outspoken Authors Book 8), The	1	Doctorow, Cory				PM Press	2011		3			Great Big Beautiful Tomorrow (Outspoken Authors Book 8), The by Cory Doctorow (2011)	Ebook														Kindle	Your library		English	PS3604.O27 G74	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-07-31]			11799838				
203761276	Rapture of the Nerds: A tale of the singularity, posthumanity, and awkward social situations, The	1	Doctorow, Cory				Tom Doherty Associates	2012		3			Rapture of the Nerds: A tale of the singularity, posthumanity, and awkward social situations, The by Cory Doctorow (2012)	Ebook														Kindle	Your library		English	PS3604.O27 R37	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-07-31]			740184				
203761277	Radicalized	1	Doctorow, Cory				Tom Doherty Associates	2019		4			Radicalized by Cory Doctorow (2019)	Ebook														Kindle	Your library		English	PS3604.O27 A6	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-07-31]			22788475				
203761279	Downshifting: How to Work Less and Enjoy Life More	1	Drake, John D.				Berrett-Koehler Publishers	2000					Downshifting: How to Work Less and Enjoy Life More by John D. Drake (2000)	Ebook														Kindle	Your library		English	BF481.D69	[]			158.7	Applied Psychology > Industrial psychology > Philosophy and Psychology > Psychology		1		[2021-07-31]			629637				
203761280	Sacred Matrix: From the Matrix of Violence to the Matrix of Life, The Foundation for a New Civilization, The	1	Duhm, Dieter				Verlag Meiga GbR	2014		5			Sacred Matrix: From the Matrix of Violence to the Matrix of Life, The Foundation for a New Civilization, The by Dieter Duhm (2014)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868222				
203761281	Eros Unredeemed: The World Power of Sexuality	1	Duhm, Dieter				Verlag Meiga	2014		4			Eros Unredeemed: The World Power of Sexuality by Dieter Duhm (2014)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			11302832				
203761282	Terra Nova. Global Revolution and the Healing of Love	1	Duhm, Dieter				Verlag Meiga	2015		5			Terra Nova. Global Revolution and the Healing of Love by Dieter Duhm (2015)	Ebook														Kindle	Your library		English		[]			327.1	Foreign policy and specific topics in international relations > International Relations > Political Science  > Social sciences		1		[2021-07-31]			16838054				
203761284	Grounding Therapy: Nature's Most POWERFUL Natural Health Secret Rediscovered	1	Edgar, James				Wyeland Publishing	2014		2			Grounding Therapy: Nature's Most POWERFUL Natural Health Secret Rediscovered by James Edgar (2014)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868223				
203761285	Chalice and the Blade: Our History, Our Future---Updated With a New Epilogue, The	1	Eisler, Riane				HarperCollins	2011		5			Chalice and the Blade: Our History, Our Future---Updated With a New Epilogue, The by Riane Eisler (2011)	Ebook														Kindle	Your library		English	HQ1075 .E57	[]		Patriarchy > History|Sex Role > History|Sex role > History|Sex role > history|Social evolution > History|Social history	305.309	Biography and History by Region > Groups of people > People by gender or sex > Social Sciences > Social sciences		1		[2021-07-31]			37422				
203761286	Captive Genders	1	Eric A. Stanley, Nat Smith				AK Press	2015					Captive Genders by Nat Smith Eric A. Stanley (2015)	Ebook														Kindle	Your library		English	HQ77 .C36	[]			306.7680973	Biography And History > Culture and Institutions > North America > Relations between the sexes, sexualities, love > Sexual orientation, gender identity > Social Sciences > Social sciences > Transsexual, Transgender, Genderqueer		1		[2021-07-31]			11285163				
203761288	Life to Come: And Other Short Stories, The	1	Forster, E. M.				RosettaBooks	2015					Life to Come: And Other Short Stories, The by E. M. Forster (2015)	Ebook														Kindle	Your library		English	PR6011.O58	[]		Great Britain > Fiction. > 20th century|Great Britain > Social life and customs > 20th century > Fiction|Short stories, English	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period		1		[2021-07-31]			330550				
203761289	Autobiography: The Story of My Experiments With Truth, An	1	Gandhi, Mohandas K.				Formax Publishing	2008		3			Autobiography: The Story of My Experiments With Truth, An by Mohandas K. Gandhi (2008)	Ebook														Kindle	Your library		English	DS481.G3 A34813	[]		Gandhi, Mahatma, 1869-1948|Statesmen > India > Biography	954.035092	1785â€“1947 British rule > 1858â€“1947 Control by Crown > Asia > Biography > History and Geography > History, geographic treatment, biography > India and South Asia		1		[2021-07-31]			45411				
203761291	Bhagavad Gita According to Gandhi, The	1	Gandhi, Mohandas K.				Start Publishing LLC	2013					Bhagavad Gita According to Gandhi, The by Mohandas K. Gandhi (2013)	Ebook														Kindle	Your library		English	BL1138 .G36	[]			294.5	Hinduism > Other Religions > Religions > Religions of Indic origin		1		[2021-07-31]			68143				
203761292	Underground History of American Education: A School Teacher's Intimate Investigation Into the Problem of Modern Schooling, The	1	Gatto, John Taylor				Publisher Unknown	2015		5			Underground History of American Education: A School Teacher's Intimate Investigation Into the Problem of Modern Schooling, The by John Taylor Gatto (2015)	Ebook														Kindle	Your library		English	LA205	[]		Education > Aims and objectives > History|Education > Evaluation|Education > Experimental methods > History|Education > History|Education > Philosophy|Education > Social aspects > United States|Education > United States > History|Education > United States. > Social aspects|Education and State > United States|Education and state > United States	370.973	Education > Education > History, geographic treatment, biography > North America > Social sciences > United States		1		[2021-07-31]			167797				
203761293	Checklist Manifesto: How to Get Things Right, The	1	Gawande, Atul				Henry Holt and Co.	2009		5			Checklist Manifesto: How to Get Things Right, The by Atul Gawande (2009)	Ebook														Kindle	Your library		English	RA399.A1 G39	[]			610.289	Auxiliary techniques and procedures; apparatus, equipment, materials > Compends > Medicine > Medicine and health > Technology and Application of Knowledge		1		[2021-07-31]			8891944				
203761295	Peripheral, The	1	Gibson, William				Penguin Publishing Group	2014		3			Peripheral, The by William Gibson (2014)	Ebook														Kindle	Your library		English	PS3557.I2264 P47	[]			813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1		[2021-07-31]			14850872				
203761296	Agency	1	Gibson, William				Penguin Publishing Group	2020		3			Agency by William Gibson (2020)	Ebook														Kindle	Your library		English	PS3557.I2264 A64	[]			813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1		[2021-07-31]			19534477				
203761297	Bullshit Jobs: A Theory	1	Graeber, David				Simon & Schuster	2018		5			Bullshit Jobs: A Theory by David Graeber (2018)	Ebook														Kindle	Your library		English	HF5549.J63 G73	[]			306.361	Culture and Institutions > Economic institutions > Social Sciences > Social sciences > Systems of labor, industrial sociology		1		[2021-07-31]			21372389				
203761298	Passive Income (2018): 40 Ideas to Launch Your Online Business Including Blogging, Ecommerce, Dropshipping, Photography, Affiliate Marketing and Amazon FBA	1	Green, David J				Publisher Unknown	2017		4			Passive Income (2018): 40 Ideas to Launch Your Online Business Including Blogging, Ecommerce, Dropshipping, Photography, Affiliate Marketing and Amazon FBA by David J Green (2017)	Ebook														Kindle, toread	Your library				[]						1		[2021-07-31]			26868227				
203761300	Art of Non-Conformity: Set Your Own Rules, Live the Life You Want, and Change the World (Perigee Book.), The	1	Guillebeau, Chris				Penguin Publishing Group	2010					Art of Non-Conformity: Set Your Own Rules, Live the Life You Want, and Change the World (Perigee Book.), The by Chris Guillebeau (2010)	Ebook														Kindle, toread	Your library		English	HM811 .G85	[]			303.372	Belief systems and customs > Coordination and control ; Power > Social Processes > Social Sciences > Social norms > Social sciences		1		[2021-07-31]			10387865				
203761301	Creating Wealth: Growing Local Economies with Local Currencies	1	Hallsmith, Gwendolyn				New Society Publishers	2011					Creating Wealth: Growing Local Economies with Local Currencies by Gwendolyn Hallsmith (2011)	Ebook														Kindle, toread	Your library		English	HB251 .H347	[]			332.4	Economics > Finance > Money > Social sciences		1		[2021-07-31]			11106868				
203761302	Dune: Legends, Heroes, Schools: (The Butlerian Jihad, The Machine Crusade, The Battle of Corrin, Paul of Dune, The Winds of Dune, Sisterhood of Dune, Mentats of Dune, Navigators of Dune)	1	Herbert, Brian				Tom Doherty Associates	2017		5			Dune: Legends, Heroes, Schools: (The Butlerian Jihad, The Machine Crusade, The Battle of Corrin, Paul of Dune, The Winds of Dune, Sisterhood of Dune, Mentats of Dune, Navigators of Dune) by Brian Herbert (2017)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			23857273				
203761304	Secret Life of Lady Liberty: Goddess in the New World, The	1	Hieronimus, Robert				Inner Traditions/Bear & Company	2016					Secret Life of Lady Liberty: Goddess in the New World, The by Robert Hieronimus (2016)	Ebook														Kindle	Your library		English	F128.L6 H54	[]			974.7	History and Geography > New York > North America > Northeastern U.S.		1		[2021-07-31]			18342659				
203761305	How To Make Liposomal Vitamin C (SimpleFrugal Photo Guides)	1	Hines, Cheryl				SimpleFrugal Publications	2014		4			How To Make Liposomal Vitamin C (SimpleFrugal Photo Guides) by Cheryl Hines (2014)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			15927910				
203761306	Octavia's Brood	1	Imarisha, Walidah & brown, adrienne maree				AK Press	2015					Octavia's Brood by Walidah & brown Imarisha, adrienne maree (2015)	Ebook														Kindle	Your library		English	PN6120.S33	[]			813.6	21st Century > American fiction > English (North America) > Literature		1		[2021-07-31]			15863539				
203761307	Foolproof: Why Safety Can Be Dangerous and How Danger Makes Us Safe	1	Ip, Greg				Little, Brown and Company	2015		4			Foolproof: Why Safety Can Be Dangerous and How Danger Makes Us Safe by Greg Ip (2015)	Ebook														Kindle, SW	Your library		English	HD61 .I6	[]			338.5	Economics > Microeconomics > Production > Social sciences		1		[2021-07-31]			16059679				
203761308	Three-Way Buddies	1	James, Ken				Excessica	2017		2			Three-Way Buddies by Ken James (2017)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868230				
203761309	We Can Be Heroes: A Rehab Memoir	1	Jansen, Chris				Kinchafoonee Creek	2020		5			We Can Be Heroes: A Rehab Memoir by Chris Jansen (2020)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868231				
203761311	Living Your Unlived Life: Coping with Unrealized Dreams and Fulfilling Your Purpose in the Second Half ofLife	1	Johnson, Robert A.				Penguin Group US	2007		5			Living Your Unlived Life: Coping with Unrealized Dreams and Fulfilling Your Purpose in the Second Half ofLife by Robert A. Johnson (2007)	Ebook														Kindle	Your library		English	BF724.S44 J64	[]			155.66	Adults > Developmental And Differential Psychology > Mid-Life > Philosophy and Psychology > Psychology		1		[2021-07-31]			3558033				
203761312	Ecstasy	1	Johnson, Robert A.				HarperCollins	2009		5			Ecstasy by Robert A. Johnson (2009)	Ebook														Kindle	Your library		English	BF575.H27 J64	[]		Ecstasy|Joy	152.4	Emotions > Emotions And Senses > Philosophy and Psychology > Psychology		1		[2021-07-31]			102235				
203761313	Inner Work: Using Dreams and Active Imagination for Personal Growth	1	Johnson, Robert A.				HarperCollins	2009		5			Inner Work: Using Dreams and Active Imagination for Personal Growth by Robert A. Johnson (2009)	Ebook														Kindle	Your library		English	BF1078 .J57	[]		Dreams|Imagination|Self-actualization (Psychology)|dreams	154.63	Dreams > In Sleep > Philosophy and Psychology > Psychology > Subconsciousness		1		[2021-07-31]			102799				
203761314	Gay Spirituality: The Role of Gay Identity and the Transformation of Human Consciousness (White Crane Spirituality Series)	1	Johnson, Toby				Lethe Press	2004		5			Gay Spirituality: The Role of Gay Identity and the Transformation of Human Consciousness (White Crane Spirituality Series) by Toby Johnson (2004)	Ebook														Kindle	Your library		English	BL65.H64 J64	[]		Gays > Religious life|Spiritual life|spiritual life	204.408664	Religion > Religions > Religious experience, life, practice > Religious life and practice > Religious practice by type of person > Religious practice of gay men > Religious practice of glbt people		1		[2021-07-31]			498508				
203761316	Thinking, Fast and Slow	1	Kahneman, Daniel				Farrar, Straus and Giroux	2011		5			Thinking, Fast and Slow by Daniel Kahneman (2011)	Ebook														Kindle	Your library		English	BF441 .K238	[]			153.4	Cognition And Memory > Philosophy and Psychology > Psychology > Thought, thinking, reasoning, intuition, value, judgment		1		[2021-07-31]			11559588				
203761317	Code Simplicity: The Fundamentals of Software	1	Kanat-Alexander, Max				OReilly Media - A	2012		5			Code Simplicity: The Fundamentals of Software by Max Kanat-Alexander (2012)	Ebook														Kindle, SW	Your library		English	QA76.D47 K35	[]			005.12	Computer programming, programs, data, security > Computing and Information > Information > Programming > Systems Analysis And Design		1		[2021-07-31]			12446105				
203761318	Shaper's Chronicles: Shaper's War	1	Kirk Jr, Dan R.				CDEJR Web Services, Inc/Gay Authors	2011		5			Shaper's Chronicles: Shaper's War by Dan R. Kirk Jr (2011)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868232				
203761319	This Changes Everything: Capitalism vs. The Climate	1	Klein, Naomi				Simon & Schuster	2014		4			This Changes Everything: Capitalism vs. The Climate by Naomi Klein (2014)	Ebook														Kindle	Your library		English	HC79.E5 K56	[]			363.738	Environmental problems > Environmental problems > Other social problems and services > Pollutants > Social problems and services; associations > Social sciences		1		[2021-07-31]			15229925				
203761320	Great Turning: From Empire to Earth Community, The	1	Korten, David C				Berrett-Koehler Publishers	2007		5			Great Turning: From Empire to Earth Community, The by David C Korten (2007)	Ebook														Kindle	Your library		English	JZ1318 .K67	[]		Cooperation|Economic History|Economic history|Human ecology|Humanistic ethics|International Cooperation|International cooperation|Social Justice|Social ethics|Social justice|Sustainable development|human ecology|international cooperation	302.14	General topics of social interaction > Social Interaction > Social Sciences > Social participation > Social sciences		1		[2021-07-31]			854173				
203761321	Change the Story, Change the Future: A Living Economy for a Living Earth	1	Korten, David C.				Berrett-Koehler Publishers	2015		5			Change the Story, Change the Future: A Living Economy for a Living Earth by David C. Korten (2015)	Ebook														Kindle	Your library		English	GF80 .K665	[]			304.2	Factors affecting social behavior > Human ecology > Social Sciences > Social sciences		1		[2021-07-31]			15805678				
203761323	Who Owns the Future?	1	Lanier, Jaron				Simon & Schuster	2013		5			Who Owns the Future? by Jaron Lanier (2013)	Ebook														Kindle	Your library		English	HC79.I55 L365	[]			303.48	Causes of change > Social Processes > Social Sciences > Social change > Social sciences		1		[2021-07-31]			13581455				
203761324	Lady Chatterley's Lover (Giunti classics)	1	Lawrence, D. H. & Lawrence, David Herbert				Giunti	2016					Lady Chatterley's Lover (Giunti classics) by D. H. & Lawrence Lawrence, David Herbert (2016)	Ebook														Kindle, toread	Your library		English	PR6023.A93 L2	[]		Adultery > Fiction|England > Fiction|England > fiction|Erotic fiction|Erotic stories|Features|Gamekeepers > Fiction|Large Type Books|Large type books|Love Stories|Love stories|Married women > England > Sexual behavior > Fiction|Married women > Fiction|Nobility > England > Sexual behavior > Fiction|Nobility > Great Britain > Sexual behavior > Fiction|Videodiscs	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period		1		[2021-07-31]			17336				
203761326	Resisting Illegitimate Authority	1	Levine, Bruce E.				AK Press	2018					Resisting Illegitimate Authority by Bruce E. Levine (2018)	Ebook														Kindle, toread	Your library				[]						1		[2021-07-31]			26868233				
203761328	Primal Panacea	1	Levy MD JD, Thomas E .				Medfox Publishing	2011		5			Primal Panacea by Thomas E . Levy MD JD (2011)	Ebook														Kindle	Your library				[]						1		[2021-07-31]			26868235				
203761329	Rethinking Money: How New Currencies Turn Scarcity into Prosperity (BK Currents)	1	Lietaer, Bernard				Berrett-Koehler Publishers	2013					Rethinking Money: How New Currencies Turn Scarcity into Prosperity (BK Currents) by Bernard Lietaer (2013)	Ebook														Kindle, toread	Your library		English	HG221 .L536	[]			332.4	Economics > Finance > Money > Social sciences		1		[2021-07-31]			13543038				
203761332	Remembrance of Earth's Past: The Three-Body Trilogy (The Three-Body Problem, The Dark Forest, Death's End)	1	Liu, Cixin				Tom Doherty Associates	2017		5			Remembrance of Earth's Past: The Three-Body Trilogy (The Three-Body Problem, The Dark Forest, Death's End) by Cixin Liu (2017)	Ebook														Kindle	Your library		English	PL2947.C59	[]			895.136	2010â€“ > Asian (east and south east) languages > Chinese > Chinese fiction > Literature > Literature of other languages		1		[2021-07-31]			19264016				
203761333	Giving Birth to Thunder, Sleeping with His Daughter: Coyote Builds North America	1	Lopez, Barry				Open Road Media	2013		4			Giving Birth to Thunder, Sleeping with His Daughter: Coyote Builds North America by Barry Lopez (2013)	Ebook														Kindle	Your library		English	E98.F6 L825	[]		Coyote (Legendary character)|Indians of North America > Folklore	398.2	Customs, Etiquette, Folklore > Folk literature > Folklore > Social sciences		1		[2021-07-31]			281957				
203761334	Chef Infrastructure Automation Cookbook	1	Marschall, Matthias				Packt Publishing	2013					Chef Infrastructure Automation Cookbook by Matthias Marschall (2013)	Ebook														Kindle, SW	Your library		English	QA76.C69 M37	[]			005.74	Computer programming, programs, data, security > Computing and Information > Data > General Databases And Data Files > Information		1		[2021-07-31]			14596189				
203761335	Infinite Detail	1	Maughan, Tim				Farrar, Straus and Giroux	2019		4			Infinite Detail by Tim Maughan (2019)	Ebook														Kindle	Your library		English	PR6113.A924 I54	[]			823.92	2000- > English fiction > English {except North American} > Literature > Modern Period		1		[2021-07-31]			22351907				
